"its","его"
"Unconscious","Не в сознании"
"Paralyzed","Парализован"
"Partially paralyzed","Частично парализован"
"Sluggish","Вялый"
"Stunned","Оглушён"
"Dizzy","Головокружение"
"Exhausted","Утомлён"
"Over-exerted","Перенапряжён"
"Tired","Устал"
"Drowning","Тонет"
"Winded","Одышка"
"Nauseous","Тошнота"
"Extreme pain","Острая боль"
"Pain","Боль"
"Numb","Онемение"
"Pale","Бледность"
"Faint","Слабость"
"Fever","Лихорадка"
"Heavy bleeding","Сильное кровотечение"
"Bleeding","Кровотечение"
"Webbed","Опутан паутиной"
"Partially webbed","Частично опутан паутиной"
"Seriously injured","Серьезное ранение"
"Injured","Ранение"
"Healthy","Здоров"
"Needs ","Требуется "
"No official position","Нет официальной должности"
"Haul: ","Несёт: "
"Squad: ","Отряд: "
"None","Нет"
" (V Rusty)"," (Забывает)"
" (Rusty)"," (Подзабыл)"
"Focused!","Сконцентрирован!"
"Focused","Сконецентрирован"
"Distracted!","Рассеян!"
"Distracted","Рассеян"
"No unmet needs","Нужды отсутствуют"
"Unmet need: ","Нужда: "
"Drink alcohol","Пить алкоголь"
"Pray ","Молиться "
"Meditate","Медитировать"
"Stay occupied","Трудиться"
"Be creative","Творить"
"Admire art","Любоваться искусством"
"Excitement","Острые ощущения"
"Learn something","Изучать новое"
"Be with family","Быть с семьёй"
"Be with friends","Быть с друзьями"
"Hear eloquence","Оценить красноречие"
"Uphold tradition","Соблюсти традиции"
"Self-examination","Самоанализ"
"Make merry","Развлекаться"
"Craft object","Изготовить предмет"
"Martial training","Обучаться бою"
"Practice skill","Практиковать умения"
"Take it easy","Расслабиться"
"Make romance","Завести роман"
"See animal","Увидеть животное"
